a,v,t,Rpred,Mpred,Vpred
1.497555011819383219e+00,5.768951887639972576e-01,4.296377961937497547e-01,7.034815653321144779e-01,9.578530490004802944e-01,1.815001912640311355e-01
7.630569179351743836e-01,1.102814406855109342e+00,1.021296762284257115e-01,6.987831782894289301e-01,2.396712955798116496e-01,1.232145615265960517e-02
1.871617918887439558e+00,1.510634344676134777e+00,3.259276651545584547e-01,9.441349583314382343e-01,8.761938161572737638e-01,1.601679649031162445e-01
1.128155787338109617e+00,1.175525578671189120e+00,2.356813725087671951e-01,7.902073943209626528e-01,5.141943690541914691e-01,4.886118124236569354e-02
1.074707792374246296e+00,1.623444726290597773e+00,2.290734828311281057e-01,8.512867024718948628e-01,4.616225498798208204e-01,3.275537639210222840e-02
1.278376557924256307e+00,1.035473644202995924e+00,3.579625295459668566e-01,7.898008205638871182e-01,7.157452481599604344e-01,8.064914812462532778e-02
5.704489501625825687e-01,1.452116211656044431e+00,4.405937797255975452e-01,6.960076613017764924e-01,5.175933777714776252e-01,3.864384615044983047e-03
7.494250531341191124e-01,7.796297072809619255e-01,3.436781565573304720e-01,6.420502675973055462e-01,4.802250689538614115e-01,1.229030062799186217e-02
1.607050424639555608e+00,1.624054154967435437e+00,4.412691914586890363e-01,9.314983712640116931e-01,8.682498057750946963e-01,9.940520338117074528e-02
6.241980018876897018e-01,1.318543953219538878e+00,2.058388447524119869e-01,6.948796764687220628e-01,2.980947793105844235e-01,5.549017936270161065e-03
1.404728164199582352e+00,8.060965828199009309e-01,3.078007419059924921e-01,7.562716907981019698e-01,7.543875026286472885e-01,1.275266232490544493e-01
8.680236645219814307e-01,9.378667602467108955e-01,2.802146156268304211e-01,6.929804883583147168e-01,4.588238144878297176e-01,2.080854744978036241e-02
1.083943421062964818e+00,1.622913062872748613e+00,1.046579598012384871e-01,8.531026626276674296e-01,3.404951816901144457e-01,3.363761569388133005e-02
9.330406051560498071e-01,1.223901853492280978e+00,3.227248572562960716e-01,7.580375045471812179e-01,5.194395437392652637e-01,2.472643832940419478e-02
1.033509074697423813e+00,8.240471605896082519e-01,3.646097296584699388e-01,7.009152951721958624e-01,6.165950415881942259e-01,4.133349098510644137e-02
1.578568857776368350e+00,1.950906785555446499e+00,3.367657617676280690e-01,9.560450880939987961e-01,7.057729225080645596e-01,6.943999434840458784e-02
9.456825734347624746e-01,1.572687529725331768e+00,3.945119595133685930e-01,8.156671370352546191e-01,5.843277397354065261e-01,2.237925074896120539e-02
1.349606960445345782e+00,1.935702248809694215e+00,3.285358113812308911e-01,9.316577418431766233e-01,6.294954725480788049e-01,4.936977436942468350e-02
1.214075603298649497e+00,1.140657568040514880e+00,1.267001019403027895e-01,7.997679253325576942e-01,4.457624875280367105e-01,6.380793915708930786e-02
1.495506748043972323e+00,1.212650511037580703e+00,1.465782096338845708e-01,8.597876067562654212e-01,5.902879090642683124e-01,1.183854445823740581e-01
1.905244608987136878e+00,1.846932824277528695e+00,3.385898310175810000e-01,9.712196225069777977e-01,8.246869070071012331e-01,1.127570023562179252e-01
1.598858145815375442e+00,1.287574010368076838e+00,2.099916767894560721e-01,8.868185582776103582e-01,6.903275626294602674e-01,1.349652509764530661e-01
8.224105678861350910e-01,1.560918367858500799e+00,1.318580516139063463e-01,7.830816173548638126e-01,2.810069875741779133e-01,1.406107240243640970e-02
5.467747025919269532e-01,8.782593162432950074e-01,2.718410973794187502e-01,6.177974564212362907e-01,3.451778306307224375e-01,3.558182009587288874e-03
8.933960664497375692e-01,1.170089703053960761e+00,3.217290392334621885e-01,7.398816532488922126e-01,5.048853603827450076e-01,2.158020692288263945e-02
1.392616896050382191e+00,6.851747987155326625e-01,2.314983953398426220e-01,7.219562370243713945e-01,6.826241612660841618e-01,1.316886029265823543e-01
5.771387202263755789e-01,8.089700538154425136e-01,3.881734808903112288e-01,6.146469099022353610e-01,4.699653476557279497e-01,4.427783547347444518e-03
1.244549370801854460e+00,5.014151229014466304e-01,3.575082432404979027e-01,6.511358881018011191e-01,7.326386807794678102e-01,9.261416311624479092e-02
1.395264273375333763e+00,5.588975774729902923e-01,2.331273444366687986e-01,6.856391248476297884e-01,6.965676044780150233e-01,1.403439954888743013e-01
1.001365836225441175e+00,1.965925734765394006e+00,4.019490115634242189e-01,8.774618283676883790e-01,5.942133340260937757e-01,2.185014464508628143e-02
1.656368305618732828e+00,8.635305427051434002e-01,3.594780170132142461e-01,8.069518905750538984e-01,9.482532342806281322e-01,2.164219431408446193e-01
6.598973797006577602e-01,1.494966064256002980e+00,3.549781514871608312e-01,7.284008380958343354e-01,4.557972390802189078e-01,6.563895283746207232e-03
6.127066726037131428e-01,1.758649548199417323e+00,3.213710803148271955e-01,7.460274703665925600e-01,4.070860955046133323e-01,4.716041916670423405e-03
1.592283134305405135e+00,1.325990688854846500e+00,1.045558672354211238e-01,8.920017055836902964e-01,5.752814233544583100e-01,1.288109196750761298e-01
1.243236974309297693e+00,7.297167501259342881e-01,3.786028733907557120e-01,7.124290763657411540e-01,7.405236900784425425e-01,8.499729518056711730e-02
1.532603594641604117e+00,1.592174656004249567e+00,2.504167164436625903e-01,9.198398154095561718e-01,6.545482656074723682e-01,9.109925530723567144e-02
1.152241007905619341e+00,1.400377115149374685e+00,4.770438840634622091e-01,8.339067126968580101e-01,7.517848827716855364e-01,4.632800044883472745e-02
8.696030498586602153e-01,1.596875884021062619e+00,4.271939084308821188e-01,8.003763385403412922e-01,5.907684120687696216e-01,1.676534896068968342e-02
1.728653476511299525e+00,1.654619934285630700e+00,3.350777878125248965e-01,9.458468490493283642e-01,8.008734002251605144e-01,1.142303362113480658e-01
1.699123818453468937e+00,1.963115551527117697e+00,2.008727927277077774e-01,9.656293277489000904e-01,6.038861969734149460e-01,7.971178633490201559e-02
1.542044706281640032e+00,1.360344920040065020e+00,1.814869573110666490e-01,8.906806648141060156e-01,6.243504121218073077e-01,1.141994385555730046e-01
9.082177058449441009e-01,1.012461669035902734e+00,2.361539350710196716e-01,7.149474744668746773e-01,4.289702244258188912e-01,2.410735736540763410e-02
1.385346000303630642e+00,1.472696835350355560e+00,2.906271774320073886e-01,8.849530890625116886e-01,6.527473432639704365e-01,7.687346759801122476e-02
1.041460845410040248e+00,6.026610638639391393e-01,2.184262040155788565e-01,6.519559397882781493e-01,4.810218336424935126e-01,4.537569635077036423e-02
6.373731099899512254e-01,1.846095977482379524e+00,3.059717981569931577e-01,7.643452787635829360e-01,3.972382190212429554e-01,5.308876789552060584e-03
1.875970363193364188e+00,6.790715170072951778e-01,1.661481702052743925e-01,7.814127140232558499e-01,9.435654202469457852e-01,3.823205759275442595e-01
7.052279463784421054e-01,9.917642568287273752e-01,4.910851251301999731e-01,6.680591373614971351e-01,6.105893313924437571e-01,9.368256328903515687e-03
1.925356030731203649e+00,1.723618070939181290e+00,1.431698219859975640e-01,9.650606904510919959e-01,6.626627538094203018e-01,1.327893238023270528e-01
1.169008659436933550e+00,1.395968567496067791e+00,4.727776558617488023e-01,8.364296637167615289e-01,7.545097803047711160e-01,4.862822741414026678e-02
7.776993932579294722e-01,1.090453280416163073e+00,4.654312045610780046e-01,7.001568453355950794e-01,6.081808848724677974e-01,1.326748128678411666e-02
1.312851421067537272e+00,1.210153489062532062e+00,3.101441927277992505e-01,8.304404074318632034e-01,6.686269491681609001e-01,7.906409093832671153e-02
1.809418753814612479e+00,1.781821089803270475e+00,3.899641087344337675e-01,9.617297441750580766e-01,8.588453354105733961e-01,1.097298125941165298e-01
1.598337329614341717e+00,1.010006579089838263e+00,2.744193191890351713e-01,8.340118510923679729e-01,8.029937078980737830e-01,1.714654537622004871e-01
1.709841721792174640e+00,1.804474527218256963e+00,3.520138310169752538e-01,9.562850476316068216e-01,7.843697328058212292e-01,9.524796124914328144e-02
1.488175050066075977e+00,6.322016464650372924e-01,2.362303749684474818e-01,7.192666201217056132e-01,7.523744173036555072e-01,1.725238082528326444e-01
1.538414846776778644e+00,1.665197655812946209e+00,2.204636079141781557e-01,9.283599192009472922e-01,6.162095766659286822e-01,8.595409201527379195e-02
1.773793477347978875e+00,1.771321449582104579e+00,3.312919144678054817e-01,9.585906897512670444e-01,7.905226060202723559e-01,1.065591801122636878e-01
8.745020132887788566e-01,7.727264792560081252e-01,2.992518696735921857e-01,6.627896749375365992e-01,4.834825157005896434e-01,2.228840304736311173e-02
1.234137445464710714e+00,1.145519798558300550e+00,3.318145476599924093e-01,8.043534194529428083e-01,6.597128101560533198e-01,6.722240915450571064e-02
8.318141627294033391e-01,7.482496619954834838e-01,2.146642325148092056e-01,6.507652545894625495e-01,3.822669464012020679e-01,1.848859442900894351e-02
1.981502011994970447e+00,1.559906193491326754e+00,2.467831327267981101e-01,9.565181960181564635e-01,8.266844932680151858e-01,1.712073054159337082e-01
1.916089009529919895e+00,1.303021652092485105e+00,1.335591842515637395e-01,9.239105379813757901e-01,7.569182217208645369e-01,2.151291532143317087e-01
5.591402170527588478e-01,1.452985020062481425e+00,1.209105489088822954e-01,6.926254540722948105e-01,1.950370104433843121e-01,3.584420622462490026e-03
1.558362758773532697e+00,7.947304504343166709e-01,2.013828518692065139e-01,7.752990357791733622e-01,7.412083545287193598e-01,1.848591771131407602e-01
1.887872476123498622e+00,8.176187930786292801e-01,1.296987437322183190e-01,8.239816508901404157e-01,8.777686837363100070e-01,3.457783036865025861e-01
7.708630176910002962e-01,5.622459882648596086e-01,1.415098834538962846e-01,6.066887572795155448e-01,2.877846797294505987e-01,1.417548926859406137e-02
1.351917845828944253e+00,9.831013027935946447e-01,4.251713621575748947e-01,7.906871236317655205e-01,8.249115607248602711e-01,1.006293016679017382e-01
1.873232446382062655e+00,1.339616992000512319e+00,1.155494788066757234e-01,9.247991479430791584e-01,7.095607162530619405e-01,1.950187108661944613e-01
5.509189678786983180e-01,1.786902370995993250e+00,3.635771175738971017e-01,7.279880056148324563e-01,4.338679844845706457e-01,3.191032955099371883e-03
1.546130400870259880e+00,1.500391171188021122e+00,2.090230995261602165e-01,9.105036774896678731e-01,6.320409282256331807e-01,1.013792211141630317e-01
9.460235110588262053e-01,1.153094485099627198e+00,4.486182722832505743e-01,7.485425941280182682e-01,6.525279610234075989e-01,2.666487787359299311e-02
1.886594293064795647e+00,1.929680171591206639e+00,2.939969138309997954e-01,9.744322598947200431e-01,7.578360552287937146e-01,1.007513078628292646e-01
1.956587367748051642e+00,1.578867800863747783e+00,2.222305837311303045e-01,9.564447507124431702e-01,7.878726424458006861e-01,1.629336174353938627e-01
1.916399733670150818e+00,1.895247804293825000e+00,3.070555742757737905e-01,9.742203574918688602e-01,7.865684721350600928e-01,1.078172367444360236e-01
1.211321324986195602e+00,1.291381959908248556e+00,2.527832076181075749e-01,8.269664338575821727e-01,5.594790003288231395e-01,5.800653064226022476e-02
1.793063976483970201e+00,8.883564121897093990e-01,3.257204258679320952e-01,8.310208964404994791e-01,9.938550132098187273e-01,2.745349066226169810e-01
1.766824097802605520e+00,5.792400295470829796e-01,1.458131473305392944e-01,7.356373132555508176e-01,8.645647220911844011e-01,3.328131282003399249e-01
9.786507098648834502e-01,1.589127277225775625e+00,4.987962011250204331e-01,8.256635823443480016e-01,6.993533878311902763e-01,2.482631205364133065e-02
1.743373211226016073e+00,6.819544970083011304e-01,2.702223510786870286e-01,7.665444873697325745e-01,9.516263463876388773e-01,2.956595822883612001e-01
5.555114520732389316e-01,9.541626924079507077e-01,2.392922558829474744e-01,6.294943777520177752e-01,3.146836020262401279e-01,3.754103125493749027e-03
1.394404817723079670e+00,1.298706361825846090e+00,3.840839393265059742e-01,8.594733186333066710e-01,7.700459566685009527e-01,8.960054996290255092e-02
8.450132559315546299e-01,1.346624881669621576e+00,2.455597625981330023e-01,7.572967858205138514e-01,4.070146693702013097e-01,1.666162243668894635e-02
6.808503286659182141e-01,1.400874795480703927e+00,4.333097220115030845e-01,7.218759484702377272e-01,5.411454207665703509e-01,7.524691730880174109e-03
6.154298024438137338e-01,7.493829955245510099e-01,2.817082897441701150e-01,6.132970627003426767e-01,3.747533539257097979e-01,5.730977662621513161e-03
1.544433163817209742e+00,1.069606107232473180e+00,3.878233653061740061e-01,8.391524192049195641e-01,8.775347088251483907e-01,1.466338315516244883e-01
1.009812445652099155e+00,1.425791340675450103e+00,1.429812865767546293e-01,8.084208659505844885e-01,3.614194409199798508e-01,2.976427960105382589e-02
1.587150157293142128e+00,1.954728296950677180e+00,4.384476742220447809e-01,9.569935819705406299e-01,8.095056041849840733e-01,6.997762781644226160e-02
5.980345111984135542e-01,1.591446706549533019e+00,3.942871947112439601e-01,7.214649821114582640e-01,4.775093986213873043e-01,4.482255027027255527e-03
9.729355067459155570e-01,1.883905635640936715e+00,1.846867113847862896e-01,8.621090581871199143e-01,3.716964815979904024e-01,2.098570009689170249e-02
1.309236938563005825e+00,1.643318087471265621e+00,1.581144038983146594e-01,8.958081856048845104e-01,4.734560904107125157e-01,5.752818107541430442e-02
1.686084747258445260e+00,1.387575453338600662e+00,2.265169394902497579e-01,9.121016017789316255e-01,7.272740142917695216e-01,1.417064814155925556e-01
9.781287543981048715e-01,7.880350537045168746e-01,4.904282344127617321e-01,6.836938693516944054e-01,7.184336445463479492e-01,3.398555161283591669e-02
1.438837064655513753e+00,1.500028477838769581e+00,2.027326298268234683e-01,8.964415190517290855e-01,5.830019113819392418e-01,8.358760198576745126e-02
1.828966622354280647e+00,1.435069348939860490e+00,2.824508835786533334e-01,9.324340293826012260e-01,8.335792361528483463e-01,1.652807509282464560e-01
1.423794782273456905e+00,1.403703755685899779e+00,1.120080902869345363e-01,8.806485458366833941e-01,4.981048085203518827e-01,8.781299054880879751e-02
8.494392121304505938e-01,1.234678801982361129e+00,2.588910118264929894e-01,7.405414385780411113e-01,4.243796634032416248e-01,1.761361137584108519e-02
5.366011723348069751e-01,1.292984905983913357e+00,3.285280061732410717e-01,6.668155468801917340e-01,3.977580626149800347e-01,3.144797562505345211e-03
1.805148310851394822e+00,1.001663790677156163e+00,4.812498450031860164e-01,8.591383420613439847e-01,1.128470976053291830e+00,2.520319304756160061e-01
5.319041162755806518e-01,1.278969038963454707e+00,3.066944179760258127e-01,6.638031730402503827e-01,3.748177105224374528e-01,3.046905029627283625e-03
1.812052509026299107e+00,7.963338585177173190e-01,4.276429304710751556e-01,8.089185980940809539e-01,1.130585188638052241e+00,3.081438091443596816e-01
1.293405701040817979e+00,1.707761596040565211e+00,3.188510570275602252e-01,9.010395239084681984e-01,6.225859622792808690e-01,5.299837031510127444e-02
1.908601547769344320e+00,7.786654320480617120e-01,1.163140053742072466e-01,8.155015181672854441e-01,8.896457356833692431e-01,3.714977812371125232e-01
1.698174853660498140e+00,6.274494348341996819e-01,2.260033100759096247e-01,7.437437917608700211e-01,8.856892623208842963e-01,2.795730902282290153e-01
1.996901165800006206e+00,1.154369039535735997e+00,3.302198031324413141e-01,9.093035599227875521e-01,1.038259197800046607e+00,2.845472084725781392e-01
1.026067723177565227e+00,1.487461159259092724e+00,4.802375863724497318e-01,8.214549115823301939e-01,7.019808616024518777e-01,3.043123028834808855e-02
1.650782433396690285e+00,1.156575237400311984e+00,4.436521439004933454e-01,8.709353249720580559e-01,9.730889661573288718e-01,1.667968332407292198e-01
1.102896370413863236e+00,9.151311979269629582e-01,1.913422456715390685e-01,7.328821327917429684e-01,4.720067663130389501e-01,5.079459524314253183e-02
1.219813430455863212e+00,1.337256775835661049e+00,1.880439320076654208e-01,8.363344771751971551e-01,4.948401433241336189e-01,5.766940235359938050e-02
1.441258194827555128e+00,1.020503503118299848e+00,1.804691868455603199e-01,8.131803244832992439e-01,6.227740958841558871e-01,1.216953176949506638e-01
1.810515671279508076e+00,1.899301535189949597e+00,4.689995585210012807e-01,9.688928157128045004e-01,9.159732355646016400e-01,9.651895604236739035e-02
1.976125203798942742e+00,1.883967709405358182e+00,4.410664612406882679e-01,9.764076133097302490e-01,9.407783656661671268e-01,1.154457401432197744e-01
1.652410120796777182e+00,1.253557729958143074e+00,4.099533729011795025e-01,8.880913285482253672e-01,9.215261738666106206e-01,1.528603256601862581e-01
1.126650173251000586e+00,9.918259910273877766e-01,2.570940456896910753e-01,7.535137257703944380e-01,5.450692405773137628e-01,5.308382760422804270e-02
1.132035503415605326e+00,1.605698620934958631e+00,3.017522817195067431e-01,8.602908594410237919e-01,5.557613710502757876e-01,3.877969202728545617e-02
1.606373452383337286e+00,5.550694152245999602e-01,2.857326979180611071e-01,7.092303041802309194e-01,8.912461649737356550e-01,2.381324858024946589e-01
8.581657186524535019e-01,1.212153509065476920e+00,2.013592430237490793e-01,7.388941097352091925e-01,3.704885932500329160e-01,1.840764633895535310e-02
6.657111696970919867e-01,1.004485091405500352e+00,3.020112184595067917e-01,6.612113220457921381e-01,4.088522046381606323e-01,7.498353927105967653e-03
1.031933236461164860e+00,1.880803827653831917e+00,1.121986191411017963e-01,8.744470301524224221e-01,3.176449979856580952e-01,2.502758008204434767e-02
9.308584874811225429e-01,5.180045409090238140e-01,1.527241493989836829e-01,6.182646237751652230e-01,3.652466663187895479e-01,2.987910676844076491e-02
9.444621806839851308e-01,1.329222313577523629e+00,4.546358384675786013e-01,7.782332624783474539e-01,6.523309803072161461e-01,2.475995780673243343e-02
8.504116265748649095e-01,1.610995371599938997e+00,4.006719068125693672e-01,7.973816390531003329e-01,5.576536137987820885e-01,1.546581217880115683e-02
5.631397844545428244e-01,1.227526981286061858e+00,2.691473636236348388e-01,6.662492248244122894e-01,3.454157911699429762e-01,3.817183838111218048e-03
5.268109021001207148e-01,6.281045452440825461e-01,3.068601449135509029e-01,5.819764766996358141e-01,3.756163766079776423e-01,3.140155437471575835e-03
1.981583584604047266e+00,1.958692085041853215e+00,2.479995543839909888e-01,9.797929967763866488e-01,7.333999568672403546e-01,1.062583446927202746e-01
1.141659700603793404e+00,1.277015647064146942e+00,3.963119468642689602e-01,8.112139247506386930e-01,6.745390750685158476e-01,4.820963821809660932e-02
1.076489970739522573e+00,1.421279366478517048e+00,4.136748716928319025e-01,8.220052876332328839e-01,6.575646169729059132e-01,3.680046315860541206e-02
1.519470924039604709e+00,8.549146740612609818e-01,4.053140760812636856e-01,7.856696659390218773e-01,9.130451566725258372e-01,1.627451830472881333e-01
8.273808317975962501e-01,1.225247127660205715e+00,3.890446899337798303e-01,7.337526048413264279e-01,5.468923765452168295e-01,1.606177324147230884e-02
1.924941775925337994e+00,1.143724237937482791e+00,1.818017354771183369e-01,9.003933295316308705e-01,8.556825725285105433e-01,2.611114971064342760e-01
1.679517521623328014e+00,6.123437630029755496e-01,2.351879916961915340e-01,7.366137489345272460e-01,8.841648592708032384e-01,2.712425115537562270e-01
6.341165034683893253e-01,6.592405303212007794e-01,2.879381739934699924e-01,6.030130189652828099e-01,3.870253089518760903e-01,6.507615120269811919e-03
1.126371163677392540e+00,1.756208779428161781e+00,2.323171965710622566e-01,8.784830577478355274e-01,4.750630518368688104e-01,3.479272083539682731e-02
1.818677461343247037e+00,8.597299283098853717e-01,4.019760800633316311e-01,8.268652346946165910e-01,1.093428611446534582e+00,2.948595711554611865e-01
1.917098033437115490e+00,7.924374072479458686e-01,2.317414096999818873e-01,8.204177284238226564e-01,1.006909506790454545e+00,3.721308866204998678e-01
1.201102266874804592e+00,1.257367176875208825e+00,1.552928347141348808e-01,8.190947815547051647e-01,4.601087011707118979e-01,5.758900668920046567e-02
1.420117083816061498e+00,1.653120697043769294e+00,2.596161808193216403e-01,9.127452601841112845e-01,6.141859326225334037e-01,7.097258469095235611e-02
7.505509191381127820e-01,5.929197778684818232e-01,4.919657731129521983e-01,6.094537072157462099e-01,6.305183794186139945e-01,1.271399380523313520e-02
1.986752939205464807e+00,1.365211879457383759e+00,1.903525651734303548e-01,9.377508091028380344e-01,8.273985209779647354e-01,2.181731865143662075e-01
8.475075520751651492e-01,6.788156642608600411e-01,3.448634635772916401e-01,6.399855438914523464e-01,5.196366927109139500e-01,2.014175309288419868e-02
1.914097661202688538e+00,5.546915762384276860e-01,2.731892199358825213e-01,7.430217466059357845e-01,1.111794630088834612e+00,4.519057964810847539e-01
1.474469973488552688e+00,5.791159282433260280e-01,1.284098270597306690e-01,7.013823220320429819e-01,6.411434138017764184e-01,1.711124578432070276e-01
1.411605192318288626e+00,1.751246162312662058e+00,2.951506423992238393e-01,9.221603495245557225e-01,6.354361797521228539e-01,6.431762043644728699e-02
1.269032766524762934e+00,6.769587254420923461e-01,3.808657314593250076e-01,7.024689902369490868e-01,7.604158770728177696e-01,9.373702162155289619e-02
8.460047175766380878e-01,5.677270466184378694e-01,3.052879903311275234e-01,6.178186561667406984e-01,4.808567597411799177e-01,2.039286907292791121e-02
7.647920480082623929e-01,1.156849830714368421e+00,4.488424254986324025e-01,7.078054770945166885e-01,5.862223794000903654e-01,1.226280926719021391e-02
8.307293136052630311e-01,1.765990207913037180e+00,2.155748066630330806e-01,8.126100837794272280e-01,3.626279212049657863e-01,1.345630841247010337e-02
7.796573932163817222e-01,8.936125647339528966e-01,1.344996685215859855e-01,6.674582982507869522e-01,2.806033665213231165e-01,1.400452982941393677e-02
1.669376710350130022e+00,1.132568926288874511e+00,4.746262446632024679e-01,8.688335216054848820e-01,1.018277122479685159e+00,1.762358621059104680e-01
1.025187888750095144e+00,5.598837988456268899e-01,2.512785398112876156e-01,6.396824348605310018e-01,5.070472203578455517e-01,4.313837527906275865e-02
5.867640148450945503e-01,1.173617771202313698e+00,3.305622205814533476e-01,6.656635797990320125e-01,4.133876766896277810e-01,4.502283233678962618e-03
1.953653945211216936e+00,1.366419620955700465e+00,4.168012504520783867e-01,9.352034103260665754e-01,1.039038260601437891e+00,2.093879560545339191e-01
1.825678827445138541e+00,1.356360580628217072e+00,2.297254655502322385e-01,9.224620536837814244e-01,7.983648361018610418e-01,1.795042330660849839e-01
1.891628424792819452e+00,9.986400382615476801e-01,3.864658152710445105e-01,8.686478454085150291e-01,1.084760212046210537e+00,2.908100062634170757e-01
1.992361733969652882e+00,9.732997709947033282e-01,1.541675399271312252e-01,8.742604054316136519e-01,9.202851663186952802e-01,3.480934842851615141e-01
7.608428738292309923e-01,6.599354284048968289e-01,2.165174988822021196e-01,6.229543955473161310e-01,3.582722397729425912e-01,1.328469773301651016e-02
1.094363028353988021e+00,1.050197480969402575e+00,1.578842544546079640e-01,7.593825417233922570e-01,4.281750035816632716e-01,4.665716979931334996e-02
1.637357713556137018e+00,6.492420033094470355e-01,4.244922233605431527e-01,7.432713320545284441e-01,1.038011049924675744e+00,2.418520845795772978e-01
1.544030927080688453e+00,1.649893917068077531e+00,1.890596940907141588e-01,9.274045233331781324e-01,5.890404416852741409e-01,8.797272075919541912e-02
7.308438595097825896e-01,1.949411446622278721e+00,3.869614221620841787e-01,8.060765759179095991e-01,5.017110233491378635e-01,8.224688776113944777e-03
1.723749687485926607e+00,1.955111685000060273e+00,4.773193588982610480e-01,9.667576492895869622e-01,8.888423211246192501e-01,8.267787085532339597e-02
8.366608577549909942e-01,1.797606649063090867e+00,3.111088836275508474e-01,8.181683883285346681e-01,4.591941373332029674e-01,1.359997947463506378e-02
8.357264222339346738e-01,1.401188224009428662e+00,3.160116769042751184e-01,7.633275333042291999e-01,4.730710737170118474e-01,1.572861670343332630e-02
1.305461634340120414e+00,1.551298545865819944e+00,2.844134272391248275e-01,8.834135866068371090e-01,6.070668125168175999e-01,6.113700981581422084e-02
1.389409902262554786e+00,9.278087040206211000e-01,2.303560573574571224e-01,7.839959337019908325e-01,6.556449782071112065e-01,1.142766633712036517e-01
1.370129311756716817e+00,1.446155630258930902e+00,2.902620123699668486e-01,8.788324768036900325e-01,6.491787636889085888e-01,7.603428758261453202e-02
6.372302560966323082e-01,1.183474324159816238e+00,3.411230129067037709e-01,6.800813430432076645e-01,4.380860631419637996e-01,6.151431651154917919e-03
1.816191293945570440e+00,1.223026009665398650e+00,4.943966288682637433e-01,9.021415324325618990e-01,1.091576038272456417e+00,2.045578526848977619e-01
8.984000638830591523e-01,1.636664840562736867e+00,4.751058237272897111e-01,8.131151064892916391e-01,6.469813505309386370e-01,1.837702875254786442e-02
6.942723819242062611e-01,9.228775333958774141e-01,4.448611833172487762e-01,6.549180940897629810e-01,5.614046577163823715e-01,8.932801761850539882e-03
1.833122119803465733e+00,9.770594175417798288e-01,4.556522142819433574e-01,8.570583172974145514e-01,1.125551595779595848e+00,2.704949591650104845e-01
1.933477247344630001e+00,1.886962686692954971e+00,2.871396733168172233e-01,9.746277469136378491e-01,7.734672282216104033e-01,1.106220950451611423e-01
1.793191425898176039e+00,5.843364422764583122e-01,3.629777308709859485e-01,7.403574241310334481e-01,1.100578265288493007e+00,3.499309077598030671e-01
1.714274112087317059e+00,1.228451447620010573e+00,4.580266891744856350e-01,8.914755496698256731e-01,1.004321295782105494e+00,1.736016662783299025e-01
1.482862970958532589e+00,1.869201200611792624e+00,2.571803059965412364e-01,9.411310852367584801e-01,6.071356513185115489e-01,6.529350924777740928e-02
1.326286055913708850e+00,1.415544511727235388e+00,4.847049913381875630e-01,8.673141498876942856e-01,8.288578110481195083e-01,7.072808544537224906e-02
6.304801398671151524e-01,1.319610611318198234e+00,2.663144248276732018e-01,6.967751775583156393e-01,3.603291594814156396e-01,5.759838014049674382e-03
1.112679819606048115e+00,8.746162688440328736e-01,3.404330661572863015e-01,7.257504714172403615e-01,6.276310097131576615e-01,5.330944988923810163e-02
1.059032775518470970e+00,1.014913233596672404e+00,3.839218853089487737e-01,7.455136755679449001e-01,6.401083460402205993e-01,4.213636098618551290e-02
8.896306756404892546e-01,1.778072623707039446e+00,4.802368052303753743e-01,8.294632444457217257e-01,6.450785585125783372e-01,1.672887189408709535e-02
1.585130170532877525e+00,1.338827197652687317e+00,1.978465096209064411e-01,8.930437198774201502e-01,6.631981694979222075e-01,1.257228534022072630e-01
1.243813602618156100e+00,1.272113290635169758e+00,3.984523912954569536e-01,8.295260217871017749e-01,7.206477109519282553e-01,6.390754496551812047e-02
6.215693238614719007e-01,6.493695703100433869e-01,3.083262344576328529e-01,5.995590623229544169e-01,4.036230606129063703e-01,6.021635498836369789e-03
8.302748029247170036e-01,5.240422346826847377e-01,2.074228562482564320e-01,6.070906180081231396e-01,3.770936115369397656e-01,1.907181445472564546e-02
1.524888145489393887e+00,1.945527783030573721e+00,4.106427359185562675e-01,9.510474387570722055e-01,7.641698859357217710e-01,6.479938542714139271e-02
6.141962892354502213e-01,1.065479250930262412e+00,3.208889120695386232e-01,6.580043224594719353e-01,4.119706186846971985e-01,5.452825011642895535e-03
1.776810371073153094e+00,1.404819593149256418e+00,3.643895282598703655e-01,9.238678237468723742e-01,9.004959072357741068e-01,1.591328394099473520e-01
1.242719790520961487e+00,6.195726097809275412e-01,2.291604274311604128e-01,6.835111903681363454e-01,5.972415602190982442e-01,8.857467197279425553e-02
1.220879865989972002e+00,1.524671428584569721e+00,2.925095807310420515e-01,8.654647791105070098e-01,5.851553155295947661e-01,5.123113860678395193e-02
1.388611676989276456e+00,1.898850063058941329e+00,3.469417003952268708e-01,9.331905808219000953e-01,6.637300085368504909e-01,5.451756722312236375e-02
1.737021448887723807e+00,1.363497879496129439e+00,2.619643257079375953e-01,9.143876503424438473e-01,7.898714443204051250e-01,1.569062816064549504e-01
1.021713811853289577e+00,6.891729835631158485e-01,1.793490159390805361e-01,6.691044823773106831e-01,4.300500582201094990e-01,4.122024579341287964e-02
1.517024228838595334e+00,1.372582291210215022e+00,4.846561969261216074e-01,8.891650375140316420e-01,9.147745182146260756e-01,1.079191362026337142e-01
1.348597945993686542e+00,1.649520819656978610e+00,3.045870160170469632e-01,9.024317023042400798e-01,6.336029100044295870e-01,6.206735157394469710e-02
9.005424052541319835e-01,1.109624804861027991e+00,3.935681481150802297e-01,7.309138851473353515e-01,5.809718044015865779e-01,2.266101547567100916e-02
