a,v,t,Rpred,Mpred,Vpred
1.449652185909901858e+00,1.431373276651215720e+00,3.241762523921759565e-01,8.884488056447383819e-01,7.175856232408679425e-01,9.036171944882033513e-02
1.008544686573050964e+00,5.686130507187692196e-01,1.443957876853924349e-01,6.395638585929808162e-01,3.919391527974960265e-01,4.040918375434590648e-02
1.023814361918991445e+00,1.807305209228564413e+00,2.788222175225701926e-01,8.641676083258090779e-01,4.851183238170889700e-01,2.548923921208154711e-02
1.588933518305359005e+00,1.960233453766095479e+00,2.841433084807705178e-01,9.574942615371174748e-01,6.549807539860876826e-01,6.976791742697295573e-02
1.845665389928865530e+00,1.953316782928537165e+00,4.458254438090679672e-01,9.735365074507280614e-01,8.932643591493947266e-01,9.426869348702648921e-02
1.830629636397675952e+00,1.624477747614387013e+00,3.186592880751153989e-01,9.513771558749517521e-01,8.273177784428917825e-01,1.340075362770785927e-01
1.669813318786435907e+00,6.951293601959479540e-01,2.521602195881638697e-01,7.614664720951077603e-01,8.802450373513510673e-01,2.517264179496425669e-01
1.463047469231431696e+00,1.637394793893533818e+00,4.907201314042637375e-01,9.164901177398384613e-01,8.628630104409197310e-01,7.769944446194156085e-02
6.262099474925733045e-01,5.368803746882022665e-01,1.442882373305262866e-01,5.832671221902532288e-01,2.414098731230406303e-01,6.264810682209796464e-03
7.424430711419206519e-01,5.331853272934958810e-01,2.690193713247778229e-01,5.976925158265877780e-01,4.050529937165419092e-01,1.227268199244315253e-02
1.847831282790618923e+00,9.854153287243119230e-01,1.168098700685621244e-01,8.606718389656304868e-01,7.931345500642467128e-01,2.748326692646836378e-01
1.409643589489384841e+00,1.232964785606998515e+00,3.959616483067721626e-01,8.504380531403582522e-01,7.966160391612927549e-01,9.729592172994450117e-02
5.137955774249445273e-01,1.655611126711689751e+00,4.672306208796602744e-01,7.007025699641182825e-01,5.295158345760658802e-01,2.525491302218204823e-03
6.522073142990481021e-01,1.524943064909757728e+00,2.120149318201957900e-01,7.299914153574715847e-01,3.103806261033525971e-01,6.245120574225920124e-03
1.495252653662083819e+00,1.168854059565122450e+00,4.433366707196483292e-01,8.516665294510243900e-01,8.932049045361242223e-01,1.225429642121014101e-01
5.075923757693280303e-01,9.104399994224987580e-01,2.168872921847591062e-01,6.135199191661686591e-01,2.801773997187512188e-01,2.651558683064273152e-03
7.412120771262480368e-01,1.995686750236566720e+00,4.643080646575661330e-01,8.144558135831720946e-01,5.810991626205997962e-01,8.478486517052430740e-03
1.323100684049879128e+00,1.139271953353959477e+00,4.015847614387135778e-01,8.186713366668373348e-01,7.716757325099417031e-01,8.491726786685598050e-02
1.537842796539039991e+00,1.177080536494513163e+00,4.219627107365754304e-01,8.593817935562515498e-01,8.914910779914511085e-01,1.326112604719809906e-01
1.477941889253900687e+00,7.454357317875037747e-01,1.072026222401818024e-01,7.505805008327751660e-01,6.040173079581875326e-01,1.581697335543854055e-01
8.364039641908396217e-01,1.692214323124894060e+00,4.851241428296103608e-01,8.046123018004094352e-01,6.356836395112578364e-01,1.417064425238666499e-02
1.568268832021303849e+00,1.540523338672233011e+00,3.906683968281293717e-01,9.180358689198714339e-01,8.162332730208059495e-01,1.013393520742548737e-01
8.558736312452001060e-01,8.311544191831405914e-01,2.219004381544533444e-01,6.707022963258191250e-01,3.976795603563900161e-01,2.025758185556469915e-02
9.880995472389015877e-01,6.235715684237640444e-01,4.317578659435388211e-01,6.493425991747512338e-01,6.684032842089377979e-01,3.686790968447729855e-02
1.619737107677036159e+00,1.520748953112069701e+00,2.126084793659719918e-01,9.215223753796722983e-01,6.615684682723785848e-01,1.120899517957044261e-01
1.474449348570821883e+00,1.481766821421702796e+00,4.491015358264511814e-01,8.988753198299371805e-01,8.460070725018826732e-01,9.076752380377647866e-02
1.773835115741266844e+00,9.098892904973139295e-01,1.450321561647748281e-01,8.339651037640304354e-01,7.960993076036366745e-01,2.601538721001118160e-01
1.486419338450515104e+00,1.926295343375615587e+00,3.814743909843183456e-01,9.460012325145721324e-01,7.256297455940058372e-01,6.233217498986307753e-02
1.352462905003207538e+00,7.265868376713503496e-01,3.162793906579641767e-01,7.276400090042776103e-01,7.400066754235319344e-01,1.159723832650741415e-01
6.405121517421387134e-01,1.148502201563902814e+00,1.386137880781763421e-01,6.760394353691869807e-01,2.367898276070961039e-01,6.311981311785139735e-03
1.051573704589150227e+00,1.915423880251398314e+00,1.967575313035355988e-01,8.822809184522490966e-01,4.066309518843694848e-01,2.589990794901103968e-02
8.978035515225881724e-01,1.129590975389183516e+00,1.049616145109259213e-01,7.338316793302241958e-01,2.908119946353212582e-01,2.226550363840168120e-02
8.659844650686253642e-01,1.457788921496128376e+00,2.875071861858023436e-01,7.794428559758505015e-01,4.535073310498052290e-01,1.744751771669861978e-02
1.959515832128668311e+00,1.096391596944191527e+00,2.205061043040001667e-01,8.955188587774725040e-01,9.273935593337842009e-01,2.891886847299776075e-01
1.089646587000140610e+00,9.113228035230049873e-01,3.393429937191035362e-01,7.296839731394467732e-01,6.139705531881697320e-01,4.868385536065161084e-02
1.838069832765669931e+00,1.975966471939742286e+00,2.188951230834468853e-01,9.742181466531416589e-01,6.600190398559411253e-01,9.124619421461264979e-02
1.446707938995894338e+00,1.114001009472564530e+00,2.199676446027938881e-01,8.336381367445617752e-01,6.532499639865833041e-01,1.152446297530432678e-01
1.692216955312472626e+00,1.841148805518701526e+00,3.972772794926413553e-01,9.575326073701780905e-01,8.177997454005579980e-01,8.970286203976989003e-02
1.253955639657788224e+00,8.449319088366292752e-01,1.192571343913413906e-01,7.425963463625142591e-01,4.792921307030597600e-01,8.330816496346959976e-02
1.365355826939538719e+00,8.196570560376249537e-01,4.611579980767949172e-01,7.538261054759590740e-01,8.839725759397863980e-01,1.144194875045258797e-01
1.238776540728295794e+00,5.467011243267669851e-01,4.409055497564725590e-01,6.631225337452099078e-01,8.105268274089870717e-01,8.970991701851281641e-02
7.928644816970666920e-01,1.477500238063827576e+00,3.671218732905626725e-01,7.634083575116733522e-01,5.084735465240300956e-01,1.273943524117601526e-02
1.583678172892257985e+00,1.052789515585641711e+00,3.372886280429537309e-01,8.412128076728467851e-01,8.505643282879127298e-01,1.608383107140199109e-01
9.211585436612836908e-01,1.796537374759455519e+00,4.569209992558609379e-01,8.395516279555670369e-01,6.310230733344741605e-01,1.852821905241474471e-02
5.364739496471807589e-01,1.209814860037335738e+00,1.741320718114857669e-01,6.567927790101273366e-01,2.436594385270216545e-01,3.178122879092279245e-03
1.468208443860751666e+00,1.952290141872082607e+00,1.315876648763314449e-01,9.461586688159590031e-01,4.671186962573135593e-01,5.922114917694877578e-02
7.656660191105734148e-01,7.782882735546816644e-01,1.958040679638152481e-01,6.447197666148309914e-01,3.381767740107652909e-01,1.335537377735031110e-02
1.910687876529371554e+00,1.802934751933416235e+00,4.178313114800761285e-01,9.690770522676003251e-01,9.149429434815750106e-01,1.192747251217694537e-01
1.930892865503881062e+00,1.664895279187612598e+00,1.138681066905933292e-01,9.613850098498651908e-01,6.489678423353787418e-01,1.431121035396465679e-01
1.872296585330672780e+00,1.656382766966078002e+00,3.331227340333958731e-01,9.569438565762715676e-01,8.496304153603552178e-01,1.356147683254308733e-01
1.055238050383166648e+00,1.767174842175331495e+00,4.981750064765240182e-01,8.658543009554459102e-01,7.166386072763691883e-01,2.853965874348320109e-02
5.231849247933011426e-01,1.641535986414498272e+00,4.422784375350158337e-01,7.024154980333350284e-01,5.067916361441313633e-01,2.708171510515255172e-03
1.892477843881588129e+00,1.439330482447123138e+00,3.085782756174357822e-01,9.384223450241033770e-01,8.850300247738051018e-01,1.783551111605582162e-01
1.142276222475971492e+00,6.968673165235813594e-01,1.254563637146569599e-01,6.891213989885908164e-01,4.354563767784756512e-01,6.274348711063146289e-02
1.949982228565504405e+00,5.487892692368778746e-01,4.325494057542839110e-01,7.446215085635359276e-01,1.301749335787692363e+00,4.852032613653837756e-01
1.945429965633879377e+00,1.881271771723530328e+00,3.395914032708842178e-01,9.749101633844504677e-01,8.306977265139927624e-01,1.126054481896935772e-01
1.779514183201040156e+00,1.424975471781106950e+00,1.459731988238267553e-01,9.266112909918767793e-01,6.787268202492255931e-01,1.563174157261203179e-01
9.416733381043784767e-01,1.694805936464264473e+00,1.375429139293424807e-01,8.314520797893770743e-01,3.217053479175377428e-01,2.085175671942295084e-02
1.077646592902887779e+00,1.222283527268825054e+00,4.638507277746369839e-01,7.887137623096994732e-01,7.184000163283659202e-01,4.084500121409990331e-02
1.776705007275285464e+00,6.759622834435916605e-01,3.676801051752314198e-01,7.687000651826135789e-01,1.073933638779349664e+00,3.173274332816404253e-01
9.753830077344165517e-01,6.877786883038257137e-01,4.317147197267022785e-01,6.616929352542771925e-01,6.610218270851287992e-01,3.453696643583960973e-02
7.542391200291387321e-01,1.528347930843457103e+00,4.515915601129069090e-01,7.600109964535545215e-01,5.799068875362901609e-01,1.051245019186491589e-02
1.335201893687525176e+00,1.145458842349194040e+00,3.287089408193288875e-01,8.219212640635165101e-01,7.039558423268168497e-01,8.712117876450850562e-02
1.904232161241171450e+00,8.007870900505050793e-01,3.069785407020165224e-01,8.212566268193296493e-01,1.070910937217847136e+00,3.612294800540456485e-01
1.544044695012459556e+00,1.237391820112155205e+00,2.721709641283960868e-01,8.710852231183656702e-01,7.352192571916992270e-01,1.275697095215047594e-01
1.355091755134047560e+00,5.963134056127010751e-01,2.267786351164477188e-01,6.916958157218010550e-01,6.623975847045492360e-01,1.238185730472915053e-01
6.457647406561528580e-01,1.372957102871598112e+00,2.738383843434847309e-01,7.081895399286211035e-01,3.717594803326745856e-01,6.229447439516829117e-03
1.422510840048754499e+00,9.034901066526465074e-01,4.095518622920625296e-01,7.833377844932469802e-01,8.556564370619085258e-01,1.257762770040747879e-01
1.985080775156395028e+00,1.696338650955782290e+00,3.407693724060526508e-01,9.666690321536651753e-01,8.868724300514859715e-01,1.456574031366645317e-01
7.101260228547860986e-01,9.655429383853606495e-01,4.570093159819385020e-01,6.650001465637306319e-01,5.783616589918714190e-01,9.666287263125347001e-03
1.277494478545605050e+00,1.182830223622701737e+00,2.773520057516750681e-01,8.192181093738805098e-01,6.221177752024384944e-01,7.366806840921269472e-02
1.816059607891933103e+00,5.174308098621509533e-01,3.428358314875016299e-01,7.190360636187843602e-01,1.111600544040462157e+00,3.827578750907862370e-01
1.611152926631306714e+00,6.086703316918382622e-01,3.525230212367954641e-01,7.272393507727166195e-01,9.540265379691023062e-01,2.337294555779383387e-01
1.545523611492901850e+00,1.088740334610027283e+00,3.366788649225301855e-01,8.432582741883435373e-01,8.239518635741440722e-01,1.447304589188014856e-01
1.553726125980663841e+00,1.219908252075685207e+00,3.810535092342065555e-01,8.693703873321264597e-01,8.514990693695898560e-01,1.319004040860052851e-01
1.039236726829632751e+00,1.400030822178955692e+00,1.949733873499225334e-01,8.107611385107380553e-01,4.256500148181059373e-01,3.314798984287643108e-02
9.403877663967400435e-01,9.374938680639548494e-01,3.049455110183162398e-01,7.071552785989828616e-01,5.127402458695338172e-01,2.806017159774467501e-02
1.714041733217770425e+00,1.542472829189813766e+00,1.416899211233390854e-01,9.336317185551737952e-01,6.235543976865407512e-01,1.260157057324438057e-01
1.715170092018771131e+00,1.790183595783806814e+00,2.538045310579249980e-01,9.556580662510983926e-01,6.903692997563048994e-01,9.732515392702087431e-02
1.800608477870155433e+00,1.669776483340024598e+00,2.950668274485057641e-01,9.528720186064263409e-01,7.834227267134070694e-01,1.229340651154665759e-01
1.869860828834706945e+00,5.594282380225357176e-01,3.608897038181889672e-01,7.400162370073910534e-01,1.163131938587804726e+00,4.140020622536498829e-01
1.267013598291406584e+00,1.220760420886743525e+00,4.802124210344814736e-01,8.244395007037131906e-01,8.169445530574741543e-01,7.004112244193899661e-02
1.252274442030799406e+00,6.573952676272623030e-01,3.402604266193423599e-01,6.949235189165927640e-01,7.115708891527561253e-01,8.988703872101480585e-02
1.697442768450162731e+00,8.630675237937912581e-01,3.974375664706238931e-01,8.122973989436707010e-01,1.011650182318494906e+00,2.347985113010037372e-01
1.474945896166647730e+00,1.979993889900719672e+00,3.025064237980811255e-01,9.488449342902389727e-01,6.368619979356213712e-01,5.835214702719092317e-02
1.552950315886554966e+00,7.137433143522697865e-01,3.536416125505325025e-01,7.518321766776661086e-01,9.015736918539897227e-01,1.923017941870055758e-01
1.693689004154151689e+00,1.248332230177034097e+00,1.283728864535093883e-01,8.922840228914049598e-01,6.606087127946302928e-01,1.646162914864876814e-01
1.835008012726349502e+00,1.427233601477178704e+00,2.017566323367387948e-01,9.320734783948898539e-01,7.572776725648865392e-01,1.680571566520638604e-01
1.006992735277303819e+00,1.553697455816156037e+00,2.447412372820554904e-01,8.270070032562398810e-01,4.566831925392697000e-01,2.770023169249751643e-02
1.063374428959916074e+00,1.339473025230371039e+00,2.889973420026054063e-01,8.060212302012015329e-01,5.319400103395409696e-01,3.686703694462619557e-02
6.409729097613034998e-01,5.146562711287754333e-01,1.182594982009534945e-01,5.817303557545023818e-01,2.200496577357661798e-01,6.882532009252352589e-03
1.367420211494260851e+00,9.896919623659878873e-01,1.560096390213270845e-01,7.946726595407481719e-01,5.631477847808441517e-01,1.041770208528412373e-01
5.539134106951131287e-01,1.276567465077067087e+00,2.107257231165223232e-01,6.697617831982692893e-01,2.843867954135206322e-01,3.558072748324781279e-03
1.198397027198690346e+00,6.317997487172499760e-01,4.886130763604202842e-01,6.807339834778257659e-01,8.314290856313180100e-01,7.688145554414305138e-02
1.313966952061365046e+00,1.025940396813771027e+00,2.325388028412203045e-01,7.938109349300399575e-01,6.088353789886179479e-01,8.903104781432433223e-02
9.298118781924266107e-01,5.498046631870499024e-01,2.928164232448330351e-01,6.250912337041301114e-01,5.043666750772269891e-01,2.957816846048657439e-02
1.386249890853516131e+00,6.178677457325311151e-01,1.784390850953571916e-01,7.019328808803610986e-01,6.314962903201714051e-01,1.335798137179972367e-01
5.457503749085741429e-01,1.095384914302394153e+00,3.443120284303072820e-01,6.451543599244915494e-01,4.166318543782994155e-01,3.445759455495144268e-03
5.560222831238216257e-01,6.990736310645905283e-01,2.122732862063897441e-01,5.959698359783727195e-01,2.886048268918131599e-01,3.864878535388552912e-03
1.733900840989487380e+00,1.351311272392337282e+00,1.827970313753707332e-01,9.123793975549367996e-01,7.119312129924423305e-01,1.581518133719631292e-01
1.040285962116894281e+00,1.534197453705898662e+00,3.066290513783916372e-01,8.314591581987285096e-01,5.313799844843721809e-01,3.105570842461117392e-02
6.905907689778272296e-01,1.700880048663624411e+00,1.022023196641683312e-01,7.639776553851493901e-01,2.093824421946354764e-01,7.322763794330972020e-03
1.283364890082206555e+00,8.002253663672151962e-01,1.030656130596901421e-01,7.363302082795426529e-01,4.820812060652733266e-01,9.252418163070021129e-02
1.654990329647916258e+00,7.512238733886046349e-01,1.876275236407431157e-01,7.761323873765539894e-01,7.959633966067863886e-01,2.346705792217219366e-01
8.237315412452648200e-01,6.568517605016004346e-01,1.146885450003284623e-01,6.320611786363565798e-01,2.803011911987962623e-01,1.810844476083683929e-02
1.434335713728500439e+00,1.454645374315455042e+00,1.432103016522765504e-01,8.895791794857156320e-01,5.273502029147190129e-01,8.603687858598274563e-02
6.280211974906519945e-01,1.559713589730351790e+00,2.355442597355006384e-01,7.270155824776073361e-01,3.269524508901811011e-01,5.398066116571615183e-03
5.775225817529114902e-01,5.473792172384630561e-01,4.210342718319252109e-01,5.783793174622433586e-01,5.037298224690003323e-01,4.543903284708624042e-03
1.297031947352222048e+00,1.904318369365534780e+00,3.288194573477203342e-01,9.220090153536250055e-01,6.162499541541291981e-01,4.590180044652007046e-02
1.310952682415159831e+00,5.779569254772085607e-01,3.050670903825665747e-01,6.808485606272336454e-01,7.152774282367877490e-01,1.100781939347148103e-01
1.456144852247309718e+00,1.311944502951605696e+00,2.173955292832486785e-01,8.710619714961889137e-01,6.292422030132002186e-01,1.009197420843275933e-01
1.589137000583992432e+00,1.563590779176374568e+00,4.727014877731265940e-01,9.230665066558029208e-01,9.026801294920880903e-01,1.025194219821898289e-01
1.963778119193801963e+00,1.806453685619128446e+00,2.588060164948766673e-01,9.720087874382398185e-01,7.719221490685875819e-01,1.250865110114566248e-01
1.274450522451793022e+00,1.571130398198641753e+00,1.348371067183086192e-01,8.810412819195244660e-01,4.439255575399704834e-01,5.625290022361594672e-02
9.844347094118689467e-01,1.702592124604687784e+00,3.468266064471204890e-01,8.423861922401651992e-01,5.447934869428482374e-01,2.390499542718820675e-02
1.692779292153055559e+00,1.009175288814209148e+00,1.455353573906405795e-01,8.466170888557946750e-01,7.269469682624223328e-01,2.055186293449210166e-01
9.062483768931113293e-01,1.722237670619768402e+00,2.380892571206768560e-01,8.264645457370439763e-01,4.098762118101970664e-01,1.820481864332107458e-02
1.158457131058454159e+00,6.201722695770126581e-01,3.029647754871235277e-01,6.722640603482502586e-01,6.247471880926150911e-01,6.786313142996246162e-02
6.176845720133989914e-01,1.842224984090791384e+00,4.496890098740703445e-01,7.572964320217985268e-01,5.359586229052910600e-01,4.756971536836605147e-03
5.380261151231862105e-01,1.321388564230604246e+00,2.974186321360474672e-01,6.706091758277779036e-01,3.668850968533618473e-01,3.163821188260871990e-03
1.943972622016887586e+00,1.725946654943740555e+00,3.809035064126656822e-01,9.662744777330749546e-01,9.060789609737840422e-01,1.349575741084443614e-01
1.753970180768308795e+00,1.178477426777450265e+00,4.971267355996281667e-01,8.876555589641964561e-01,1.074088394247226574e+00,1.945351453264472785e-01
1.543961309140546856e+00,1.465366542794787508e+00,1.525956479591926707e-01,9.057206930630588015e-01,5.800771238309772038e-01,1.042824764807242371e-01
1.113429416621404933e+00,1.289603991404169925e+00,2.098926102078078060e-01,8.078163037386687506e-01,4.756577053709545866e-01,4.407420801039039354e-02
7.599414801062687186e-01,1.597384282632997810e+00,2.578304302390586056e-01,7.709915614357762959e-01,3.867522748651756048e-01,1.056358488923686903e-02
7.346555640066290138e-01,6.224449730458843089e-01,2.687312714155325466e-01,6.123693505816347749e-01,4.013578845354750513e-01,1.164541493727650617e-02
8.753643472468930486e-01,5.905281259858456977e-01,2.644084301062182840e-01,6.264289784351715351e-01,4.518193514679013090e-01,2.320864596516375444e-02
1.323839997059180762e+00,8.706548510152196663e-01,4.630444010226220097e-01,7.599869044331317713e-01,8.583572651258348785e-01,9.977757987893186298e-02
1.571893884050093559e+00,7.393170201697825128e-01,3.856130577867425968e-01,7.617191507569739395e-01,9.420654607345279041e-01,1.975621599856926258e-01
1.490296065076596843e+00,1.807675349888302474e+00,3.431620856362814775e-01,9.366699750283820070e-01,7.031645305233598098e-01,6.985217106874402893e-02
9.199008454189142592e-01,8.288209810370664732e-01,2.237490871451128516e-01,6.818817574725456465e-01,4.256179904346039100e-01,2.665167341048384209e-02
1.932297920994791252e+00,1.963797883728696902e+00,4.295161536885179210e-01,9.780037725424927109e-01,8.998525887995405537e-01,1.011315383365517101e-01
1.606845375043652879e+00,1.005343687656660379e+00,4.820242045939956421e-01,8.341641628653017060e-01,1.016120301479044530e+00,1.750477351515615509e-01
1.331531078767101084e+00,7.731768735330488695e-01,4.284793130200906797e-01,7.368207012461267524e-01,8.363214699688754639e-01,1.071156703682672878e-01
1.417581119351528418e+00,1.684547760713718700e+00,1.006260420765891644e-01,9.159063528925512898e-01,4.506196765871581800e-01,6.879347534596962077e-02
1.129400093641684810e+00,1.488061663251314171e+00,3.545605480733627912e-01,8.429862123934662721e-01,6.148781612216065451e-01,4.131545526193308726e-02
8.715964842517361921e-01,1.247293574679708472e+00,1.204541525768402926e-01,7.478421591512109945e-01,2.936438161418321591e-01,1.924065779842497673e-02
1.033959017976892270e+00,1.333045326406446796e+00,2.030428881334887525e-01,7.987201227966979067e-01,4.347412097872848102e-01,3.366762714024351677e-02
1.636769165696553729e+00,1.578802667408395699e+00,1.238098801391086801e-01,9.298335636790662218e-01,5.694249895727783173e-01,1.086520162437464021e-01
5.215902329446338026e-01,8.426821119969480911e-01,3.415181811797550759e-01,6.081481675700736167e-01,4.084580474856085441e-01,2.968191737483605232e-03
6.741089607603742984e-01,1.994500874085112896e+00,3.746359653970426917e-01,7.932307804640726934e-01,4.737432153611528252e-01,6.177614058730649359e-03
5.690039630326291231e-01,1.962189743220174698e+00,1.457950552263620470e-01,7.533377622020100972e-01,2.192589957942068235e-01,3.454854287901730492e-03
5.610932034784552602e-01,1.475488529520405212e+00,2.535355532179918159e-01,6.959078741360958942e-01,3.280346594370048274e-01,3.617566893734986636e-03
1.783190876016510718e+00,7.993136763937176426e-01,2.824946035822167856e-01,8.061724536875859437e-01,9.655354948209721178e-01,2.913983233845863219e-01
1.555486789070035458e+00,1.520342363646936867e+00,2.476212087043666576e-01,9.141091328187980203e-01,6.713029403557484454e-01,1.011122279206351782e-01
1.211260743630987680e+00,6.082976134687637648e-01,1.484100001940772406e-01,6.762972451237809768e-01,4.994584467119279614e-01,8.069826757498643754e-02
6.467512409765021619e-01,5.459787533087090416e-01,2.675791160749901865e-01,5.873721325694116757e-01,3.710777134537044386e-01,7.111756800335150043e-03
1.237423812675248591e+00,8.865243327668205220e-01,4.004712191233672502e-01,7.496987599717724882e-01,7.490044518438088161e-01,7.786925188506974016e-02
1.210207656170848578e+00,1.193934435108974457e+00,1.284030658133021863e-01,8.092136247185203191e-01,4.418312449683302612e-01,6.125144712325922974e-02
7.598028048650227184e-01,1.802408758112570730e+00,1.320720056327613912e-01,7.972953558375656113e-01,2.573964328593957296e-01,9.857478434966329695e-03
1.150777473856959610e+00,1.590753604649461916e+00,2.419085167343937026e-01,8.618335949952792285e-01,5.036649252619137540e-01,4.112425325109029389e-02
1.097757101596060103e+00,1.614059781799971560e+00,4.766902846475700173e-01,8.546870378138480273e-01,7.179206399259936422e-01,3.514680478043158418e-02
1.423775147078324643e+00,1.138240001672113033e+00,3.674290586891656440e-01,8.348775607910996488e-01,7.863129036323739385e-01,1.076180978892742890e-01
1.452640476301465755e+00,1.018902488820444319e+00,3.714679826690259201e-01,8.145875331026685151e-01,8.199727109809566983e-01,1.250254649586584610e-01
5.679560146580667768e-01,1.056558144476904104e+00,2.447679963351460097e-01,6.456742777066856176e-01,3.230756433273936912e-01,4.039612408194281044e-03
1.061918921939706717e+00,1.981474345604086640e+00,3.374643164834153497e-01,8.913073459307536694e-01,5.471751693439353970e-01,2.558774221294006154e-02
1.438789873571354683e+00,5.601637871187237216e-01,1.040524736110973597e-01,6.912475071133752369e-01,5.952748319785264863e-01,1.574622394327177821e-01
1.254704387870131610e+00,1.800547244183672735e+00,3.544384185638168594e-01,9.054372660069240908e-01,6.369658103377506819e-01,4.556990783972282577e-02
1.784734761782483359e+00,1.368013112858590175e+00,4.653147790304946740e-01,9.199406230898897752e-01,1.013176945605059665e+00,1.673916911055898515e-01
1.488040447428417457e+00,1.157923128784385636e+00,3.450293873379276510e-01,8.485195370557874206e-01,7.929098683181190488e-01,1.217732990201380733e-01
7.444016406221445337e-01,1.587886490622704816e+00,4.494794373865380610e-01,7.653117642393595377e-01,5.738576682880957014e-01,9.855875816237771869e-03
6.058531211006448203e-01,1.230003412137054219e+00,3.895892221864375449e-01,6.781322118431558632e-01,4.773304068439903070e-01,5.039189616075847797e-03
1.463628917309473421e+00,1.810134857122490892e+00,1.482233665614761109e-01,9.339718863086490241e-01,4.991219748068262962e-01,6.677432493942760117e-02
5.397669658124326642e-01,1.851052796016887658e+00,4.609813229143366886e-01,7.308888984536815459e-01,5.283085220230224754e-01,2.924878852911211389e-03
1.378663371910195057e+00,1.132581390310183123e+00,1.265775377423099535e-01,8.265611019761234246e-01,5.240923069562108960e-01,9.747308991027252290e-02
1.910345362137436442e+00,9.152416958525773083e-01,3.135869890191055331e-01,8.517543828761894309e-01,1.047789065895728289e+00,3.263754601572146918e-01
1.363211266813818323e+00,1.388525492890043456e+00,1.568548495173830715e-01,8.690805535307269958e-01,5.192066907412378196e-01,7.827280038844258714e-02
1.082254889309782975e+00,1.868545018425036508e+00,1.046826442923616263e-01,8.831126359253889113e-01,3.265801738129997522e-01,2.892570121126330704e-02
1.464932327663529765e+00,8.159932835084998670e-01,2.688137040510556464e-01,7.677009894302900816e-01,7.494105931305474755e-01,1.470051957782726459e-01
1.187379335737274832e+00,1.434449875345224168e+00,2.180162830616625136e-01,8.459569209598064576e-01,5.043853685649858365e-01,4.988398122823472364e-02
1.318425183973902293e+00,1.447340330138780828e+00,2.944001975190412290e-01,8.708179104546179827e-01,6.321892175797682034e-01,6.790488917824673287e-02
1.912197213164787746e+00,1.599669533622921413e+00,3.308799546938203662e-01,9.551645121437869479e-01,8.749700266486597489e-01,1.514295627032726244e-01
1.079153956701161432e+00,6.973515276908897054e-01,1.174956289235789542e-01,6.797340034060587177e-01,3.956346351886714796e-01,5.061992916645391416e-02
1.941785845735871430e+00,1.573737447023132896e+00,1.492013180494982660e-01,9.550348934955751323e-01,7.106547658129798162e-01,1.613205847749278055e-01
1.858025962934095610e+00,1.863548780998461440e+00,3.234569585801701508e-01,9.696023877878254815e-01,7.916676314975352735e-01,1.055225333846750019e-01
7.936867021839446590e-01,7.695246633053629548e-01,2.372669412690633084e-01,6.481144891864168978e-01,3.900320260982911291e-01,1.536720514771284553e-02
6.040419513127481821e-01,8.563149873858164618e-01,3.916693950197792651e-01,6.265045409856055958e-01,4.809053081037576449e-01,5.261802830651655417e-03
6.511670020661399771e-01,1.957092641062459393e+00,3.609166594367758663e-01,7.814940255578738393e-01,4.545758030440714137e-01,5.548852284703749242e-03
5.273327384773245363e-01,7.714654290642346535e-01,4.382417451959627064e-01,6.003248845830575497e-01,5.068185007205453507e-01,3.117986679684183176e-03
6.416644411338925380e-01,1.781577640054368583e+00,3.769971306676901390e-01,7.582620996109746825e-01,4.700144665879392170e-01,5.528116770689665317e-03
1.524510160124535219e+00,1.238416784672052184e+00,2.719724309560592745e-01,8.685249223110330652e-01,7.256322935127926810e-01,1.227565264646161419e-01
6.067829726903435361e-01,8.708466116047655081e-01,3.691866489577729782e-01,6.291133357489026023e-01,4.591494192501398008e-01,5.345811086891546701e-03
9.784634454406420101e-01,1.806124851908767148e+00,2.101524697021674160e-01,8.541125005108128887e-01,4.019919967189370946e-01,2.223867489977141704e-02
1.767312966454181788e+00,1.167957882503998235e+00,2.225253995112850824e-01,8.873693192097700244e-01,8.086790878431173724e-01,2.008509531272586746e-01
5.349079036037387436e-01,1.272226030894535231e+00,4.155940639683173288e-01,6.638555849809676390e-01,4.844872050670781527e-01,3.116126529381969563e-03
1.721702723883403729e+00,1.038850054099648590e+00,2.785678065606328468e-01,8.567544381693344979e-01,8.698226132863000615e-01,2.107674290865649835e-01
9.227821621600998947e-01,1.389426277152391087e+00,4.193521362073410197e-01,7.828134548550206295e-01,6.071816134891070416e-01,2.230286896867472723e-02
6.772472414324843815e-01,7.452858088775341505e-01,4.289689494673113446e-01,6.235732479258186967e-01,5.412609591577374202e-01,8.335586335507754255e-03
1.545105748046226024e+00,1.086622304977641118e+00,4.430249350645135697e-01,8.427649626410049777e-01,9.304142621374232869e-01,1.448540530697627338e-01
1.443414270169826041e+00,1.954118483502931269e+00,4.666540943364829719e-01,9.437790439713591439e-01,7.944525417071496287e-01,5.689303071134292622e-02
1.816208020290579483e+00,8.872001490516913114e-01,2.723940882053185186e-01,8.335973483410534790e-01,9.553089640113086034e-01,2.863019908102081845e-01
1.602606565705828601e+00,1.485104996811938305e+00,2.275467273284555447e-01,9.152924595192694079e-01,6.756971434555538725e-01,1.129071271162529755e-01
1.705221395577272814e+00,9.877850963370422566e-01,3.328794986376455434e-01,8.434852658522020707e-01,9.258408892971269344e-01,2.142854411769069545e-01
9.230518588569597283e-01,1.660209688529900918e+00,2.484689693750510298e-01,8.223659037817928619e-01,4.276996104041215774e-01,1.986966304590741597e-02
